1,...CC.[0123456789]..[NPR],537
1,...CL9[56]..[45678],1542
1,...CU[24][EF]..[^Y123456789],1542
1,...CU2[56]..9,1542
1,...CW2H..[^Y123456789A],1542
1,...DA.[0123456789]..[GHJKLMNP],263
1,...DB.[0123456789]..[LMNPRSTVWXY1],263
1,...DC.[0123456789]..[23456],1296
1,...DC.[0123456789]..[RSTVWXY1],263
1,...DE[12][EF]..[^Y123456789ABC],2548
1,...DE3F..[^Y123456789ABC],2573
1,...DJ58..[TVWX],888
1,...ES3[0123456789]..[123],1252
1,...ES3[0123456789]..[45],1690
1,...FD5...[^JKLMNPRSTVWXY12345],2028
1,...KA.[0123456789]..[GHJKLMNPRS],286
1,...KA9[0123456789]..[TVWXY1234],895
1,...KB16..[5678],1801
1,...KB26..9,1801
1,...KB2F..[ABC],1801
1,...KC1F..[^ABCD],2595
1,...KC2F..[^ABCD],2719
1,...MB4[0123456789]..[VWXY],942
1,...NA.[0123456789][56].[MNPRST],320
1,...NA.[0123456789]3.[VWXY1],320
1,...NA.[0123456789]6.[VWXY12345],918
1,...NA.[0123456789]8.[ST],918
1,...TB[12]H..[ABC],2039
1,...TB[34]H..[^Y123456789ABC],2039
1,...TB1[0123456789]..[789],2039
1,...UA[89][0123456789]..9,1689
1,...UA[89][EF]..[^JKLMNPRSTVWXY123456789],1689
1,...UA2[0123456789]..[STVW],874
1,...UA3[0123456789]..[TVW],878
1,...UA5.[456789].[XY123],878
1,...UA6[0123456789]..[45678],1689
1,...UA7[0123456789]..[78],1689
1,...YA1[0123456789]..V,905
1,...YA2[0123456789]..[VWX],931
1,...YA3[0123456789]..[WX],1001
1,...YA41[67].[3],1122
1,...YA42[4567].[123],1122
1,...YB1H..[^JKLMNPRSTVWXY123456789],2376
1,...YD[34]H..[^ABCD],1166
1,...YD1[0123456789]..[123456],1166
1,...YD2[0123456789]..[789],1166
1,...YD2H..[ABCD],1166
2,...A,239
2,...B,461
2,...D,312
2,...E,3
3,.....[35],206
3,.....0,167
3,.....4,462
3,.....9[39]..[EFG],217
3,.....9[39]..H,82
3,.....9[567]..[DEFGH],82
4,......4[AB].W,863
4,......4F.[56],863
4,......8G.[BCDEFGHJKLMNPRSTVW],106
4,......8N.[Y123456],1040
4,......FE.[^Y123456789],2010
4,......FG.[^Y123456789D],2238
4,....[8C].FP.[^Y123456789ABC],2583
4,....[EFJ].FM.[^GHJKLMNPRSTVWXY123456789],1394
4,....[EFK].8P.[6789],1394
4,....[FGK].FP.[ABCD],2299
4,....[FK].FR.[AB],2241
4,....1.FK.[^Y123456789],2312
4,....3.FK.[CD],2514
4,....D.8P.[6789],1394
4,....F.FH.[^JKLMNPRSTVWXY123456789],2241
4,....F.FK.[^Y123456789],1040
4,....F.FL.[ABC],879
4,....F.FR.[^Y123456789AB],2241
4,....G.FH.[^Y123456789],2242
4,....G.FL.[^JKLMNPRSTVWXY123456789],426
4,....G.FR.[^JKLMNPRSTVWXY123456789ABC],2242
4,....V.FR.[ABC],2242
4,...[^H]..4A.[NPR],1
4,...[9TUV]F.FL.[^Y123456789ABC],2565
4,...[AB]..4F.[78],863
4,...[AB]..FD.[^Y123456789A],924
4,...[ABCDE]..44.[KLMNPR],1
4,...[ABCDEJLMTVZ]..4B.[XY1234],863
4,...[ABCDFGHJK][FG].FC.[CD],863
4,...[ABCE]..4L.[789],2010
4,...[ABDEFHJKM]F.FL.[^Y123456789],879
4,...[ABDGHJKLMNRVXY]..8J.[89],1040
4,...[ABEFKP][GKV].FB.[AB],863
4,...[ABF]..4D.[VWXY123],924
4,...[ACDSW][GHV].4F.9,863
4,...[AD]..8H.[3456789],879
4,...[ADHK]..8D.1,879
4,...[ADHK][CH].8D.Y,879
4,...[ADK][^U].8E.[678],879
4,...[ADK][FG].8E.[5],879
4,...[BCDE]..8C.[NPRS],65
4,...[BCDEFG]..8D.[TVWX],879
4,...[BE]..8E.[678],879
4,...[BE]..8H.[567],879
4,...[BK]N.FB.[AB],862
4,...[CDFGHJ][FGM].FC.[^ABCD],863
4,...[CDVW]M.FP.[^ABCD],2299
4,...[CJLMS]..8K.9,879
4,...[CL]F.FP.[^ABCD],2299
4,...[CV]G.FP.[^ABCD],2625
4,...[DE][^N].4F.[78],863
4,...[DEFGH]..44.[EFGHJ],38
4,...[DW]G.FP.[^ABCD],2299
4,...[EF]..8[9A].[JKLM],60
4,...[EF]..8A.N,60
4,...[FGH]..43,38
4,...[FGH]..44.[JKLM],6
4,...[FGHJ]..4A.[STV],863
4,...[FJ]2.FC.[^123456789ABC],862
4,...[GH]..8[9AC].[JKLM],65
4,...[GKNVX]G.4F.9,863
4,...[GVX]..8K.9,879
4,...[JLTV]..8E.[234],879
4,...[JLTV][BCT].8E.[5],879
4,...[K]..8R.9,2299
4,...[KL]..4A.[STV],862
4,...[KS]..4F.[78],863
4,...[PX]..8E.[45],426
4,...[RB]..FA.A,924
4,...[RS]..FD.[^Y123456789A],1138
4,...[RX]..8D.[12],426
4,...[S]..8E.[678],879
4,...[SW3]2.FC.D,2575
4,...[SW48]G.FB.[AB],863
4,...[SWY23]G.FC.[CD],2498
4,...[UW]..8J.9,2312
4,...[W23][MG].FC.[^ABCD],2498
4,...A..42.[89],2238
4,...B..4C.[NPR],528
4,...B..81,33
4,...B..85.[BCD],179
4,...B..85.[EFGH],2188
4,...C6.F[HR].[^Y123456789ABC],2558
4,...D..85,391
4,...D..FD.[^123456789ABC],1253
4,...D[K].8T.[89],2241
4,...D[N].4F.8,862
4,...DD.8D.Y,426
4,...DU.8E.[^Y12234567],2045
4,...F..8[15],33
4,...G..4D.[123],1253
4,...G..4F.[7],862
4,...G..8B,180
4,...G..8E.[5678],426
4,...G[N].4F.9,862
4,...H..4A.[NPR],426
4,...K..4[4C].[LM],528
4,...L..4E.[56789],924
4,...M..4D.[123],1138
4,...M..4E.[456789],1138
4,...P..4B.[34],1575
4,...P..4E.[789],1253
4,...R..8H.[456789],426
4,...RU78E.[^BCDEFGHJKLMNPRSTVWXY123456],2045
4,...RV.8T.[89],2242
4,...S..FA.A,1138
4,...U..8E.[5678],426
4,...X..4B.[23],862
4,...Y..4B.[^BCDEFGHJKLMNPRSTVWXY],1162
4,...YU.8H.[^Y12234567],2045
4,.AUW2.FC.[^ABCD],2575
4,.UAW2.FC.[^ABCD],2644
5,...[AB][NSV]53..1,1175
5,...[AB][NSVW]3...1,29
5,...01320.[^ABC],2605
5,...01340.[^ABC],2606
5,...01450.[^DEFGHJKLMNPRSTVWXY12345678],2403
5,...01510.9,2368
5,...01790.[9A],2394
5,...018[23]..[1234],1819
5,...018[56]..[567],1819
5,...01890.[^Y123456789A],2394
5,...01940.[789],2368
5,...02260.[78],2302
5,...02270.[^Y12345678],2404
5,...02280.[9ABC],1819
5,...02290.[89ABC],2332
5,...02440.[^VWXY123456],2301
5,...03[179][19]..[45],1826
5,...03[19][03]..[89],2277
5,...03[19]7..[567],2277
5,...0338..[567],2468
5,...0388..[56789],2300
5,...03980.[789A],2367
5,...04[68]00.[ABCD],2277
5,...0407..[STVWXY],2470
5,...0416..[RSTVWXY1],2467
5,...043[34]..[Y123],1826
5,...0432[^0123456789].[XY1234],2474
5,...0439..[12345],1823
5,...04400.[^Y123456789],2300
5,...049[25]..[1234],1822
5,...04900.[^Y123456789A],2367
5,...0496..[34],2471
5,...0498..[234],2469
5,...0499..[12345],1824
5,...05090.[^Y12345678],2374
5,...05170[AB],2401
5,...05190.[^LMNPRSTVWXY12345678],2377
5,...05340.[^Y123456789AB],2401
5,...05390.[^12345678],2044
5,...05390.[^DEFGHJKLMNPRSTVWXY12345678],2371
5,...0554..[1],2046
5,...0555..[Y12345],1820
5,...0557..[^BCDEFGHJKLMNPRSTVWXY1],2046
5,...0558..[345],2044
5,...0559..[56789A],1820
5,...0591..[5678],2319
5,...0594..[^BCDEFGHJKLMNPRSTVWXY1234],1970
5,...05970.[^BCDEFGHJKLMNPRSTVWXY12345],2044
5,...06110.[^AB],2508
5,...06120.[^AB],2507
5,...0A1[123]..[^ABCD],2277
5,...0A160.[^ABCD],2701
5,...0B110.[^ABC],2600
5,...0B120.[^Y123456789ABC],2332
5,...0B130.[^ABC],2601
5,...0B150.[^ABCD],2332
5,...0D120.[^ABCD],2692
5,...1F5C..[^ABCD],2665
5,...1J7C..[^ABCD],2666
5,...1Z[24]C..[^ABCD],2704
5,...3[AB]9[CG]..[^Y123456789AB],2089
5,...3[AC][15][CG]..[^Y123456789AB],2090
5,...3B[35][CG]..[^Y123456789ABC],2090
5,...3B1C..[^123456789AB],1275
5,...3B1G..[^123456789ABCD],1275
5,...3C3C..[^123456789ABC],1275
5,...3C3G..[^123456789ABCD],1275
5,...3D[35]C..[^ABCD],2615
5,...3F9C..[^Y123456789ABC],2554
5,...3G7C..[^ABCD],2090
5,...3K5C..[^ABCD],2615
5,...3N[3579]C..[^ABCD],2635
5,...3R[15]C..[^ABCD],2636
5,...3T1C..[^ABCD],2635
5,...3T3C..[^ABCD],2636
5,...3V[579]C..[^ABCD],2635
5,...3X5C..[^ABCD],2616
5,...3X9C..[^ABCD],2617
5,...4A[57]C..[^ABCDE],2702
5,...4B[13]C..[^ABCDE],2703
5,...5A[57]C..[^ABCD],2233
5,...5B[13]C..[^ABCD],2235
5,...5E1C..[^ABCD],2547
5,...5M[06]C..[^ABCD],2415
5,...5M[24]C..[^ABCD],2439
5,...6A0C..[^123456789ABC],2534
5,...6B[24]C..[^Y123456789ABC],2535
5,...6B8C..[^ABCD],2534
5,...6C9C..[^ABCD],2607
5,...A[AD][12]3..[HJKLM],29
5,...A[BE][09]3..[JKLM],29
5,...A[BE][56]4..[EFGHJ],29
5,...A[CK][78][14]..[DEF],26
5,...A[FJ]93..M,26
5,...AG[0234][13]..[BCD],27
5,...AK03..[HJKLM],292
5,...AM[34]3..[XY],28
5,...AM[56]3..[XY],881
5,...AN33..Y,28
5,...AR....Y,28
5,...AV13..[1],1275
5,...AX13..[345],1321
5,...AZ33..[345],1321
5,...B[DW]33..[456],1329
5,...B[EH][78]3..[TV],26
5,...B[EH][78]3..[WX],26
5,...B[EK]53..S,26
