1,263,.........K,12
1,263,.........T,12
1,263,......[1357],9
1,263,......[2468],4
1,286,......[1357],9
1,286,......[15]..[PRS],11
1,286,......[26],4
1,320,......1..[^BCDEFGHJKLMNPRST],11
1,320,......1..[MNPRST],9
1,320,......2,4
1,537,......5..[NPRS],9
1,537,......6..[NPRS],4
1,874,,4
1,878,.........[STVWX],4
1,878,.........T,12
1,878,.........V,9
1,878,...UA....[Y123],8
1,888,,1
1,895,,4
1,895,.........[TV],9
1,905,......1,9
1,905,......2,4
1,918,......1..[^BCDEFGHJKLMNPRST],11
1,918,......1..[ST],9
1,918,......2,4
1,931,,4
1,942,......5,9
1,942,......6,4
1,1001,......1,9
1,1001,......2,4
1,1122,......1,11
1,1122,......2,8
1,1166,......[0123456789]..[123456789],1
1,1166,......H..[^JKLMNPRSTVWXY123456789],1
1,1252,......5,9
1,1252,......6,4
1,1296,......3[68],9
1,1296,......30,11
1,1296,......4[68],8
1,1542,......5..[456789],11
1,1542,......6..[456789],8
1,1542,......E..[^123456789],11
1,1542,......F..[^123456789],8
1,1542,......H..[^Y123456789A],8
1,1689,......5..[45678],11
1,1689,......6..[45678],8
1,1689,......6..9,8
1,1689,......E..[^JKMNPRSTVWXY123456789],11
1,1689,......F..[^JKLMNPRSTVWXY123456789AB],19
1,1689,......F..[AB],8
1,1690,......5..[45],9
1,1690,......6..[45],4
1,1801,......[0123456789]..[56789],8
1,1801,......F..[^Y123456789A],19
1,1801,......F..A,8
1,2028,.........[^123456],11
1,2028,.........[^123456789],8
1,2028,.........[^123456789],9
1,2028,......5..[6789],9
1,2028,......6..[6789],8
1,2039,......[0123456789]..[789],1
1,2039,......H..[^Y123456789],1
1,2376,......H..[^123456789],1
1,2548,......E..[^Y123456789ABC],11
1,2548,......F..[^Y123456789ABC],8
1,2573,......F..[^Y123456789ABC],12
1,2595,......F..[^ABCD],19
1,2719,......F..[^ABCD],20
2,3,.........M,1
2,3,.....3,9
2,3,.....4,4
2,3,.....4,12
2,239,,1
2,312,,1
2,312,....[AC],9
2,312,....B,2
2,312,....B,12
2,461,,1
2,461,.....[135]...[LMNPR],9
2,461,.....4...[LMNPR],2
2,461,....A....[BCDEFGHJK],9
2,461,....B....[BCDEFGHJK],2
3,82,.........[DEFGH],1
3,82,....[DW],9
3,82,....C,2
3,82,....M,6
3,167,,1
3,167,....[AC],2
3,167,....M,6
3,167,....W,9
3,206,.........[BCDEFGH],1
3,206,....C....[BCD],2
3,206,....H....[EFG],6
3,206,....M....[BCD],6
3,206,....N....[CDEFGHJ],9
3,217,,1
3,217,,2
3,217,....M,6
3,217,....W,9
3,462,,1
3,462,....[AC],2
3,462,....H,6
3,462,....M,6
3,462,....W,9
4,1,.........[KL],2
4,1,.........[KLMNPR],9
4,1,.........[KLMP],1
4,1,.........[MNPR],4
4,6,,2
4,6,,9
4,33,.........[BCDEFGH],1
4,33,.........[BCDEFGH],2
4,33,.........[CDEFGH],9
4,33,.........B,6
4,38,.........[BCDEFGHJ],1
4,38,.........[BCDEFGHJ],2
4,38,.........[BCDEFGHJ],9
4,38,.........G,4
4,60,.........[JKL],2
4,60,.........[JKLMN],9
4,60,.........[MN],4
4,65,,1
4,65,.........[JKL],2
4,65,.........[JKLMPRS],9
4,65,.........[MPRS],4
4,106,,4
4,179,.........[CD],2
4,179,.........[CD],9
4,179,.........B,1
4,180,,9
4,231,,1
4,391,,1
4,426,......4..[NPR],9
4,426,......8..[456789],11
4,426,......8..[456789],19
4,426,......8..[Y12],8
4,426,......8..[Y12],11
4,426,...[BFHK]..F..[^Y123456789],20
4,426,...[DHM]..F..[^Y123456789],11
4,528,,4
4,528,.........L,1
4,528,.........M,9
4,862,......4..[23],8
4,862,......4..[789],19
4,862,......4..[STV],4
4,862,......4..S,9
4,862,......F..[^ABC],20
4,862,......F..[AB],19
4,863,......4..[56789],19
4,863,....[GV].F..[AB],19
4,863,....D....[Y1234],11
4,863,....F.F..C,12
4,863,....G.F..[^Y123456789AB],29
4,863,....H.4..Y,9
4,863,....K.F..[AB],12
4,863,...[ABCDELMVZ]..4..[WXY1234],8
4,863,...[ACWX]H.4..9,12
4,863,...[BFGHJ]F.F..[^Y123456789ABC],29
4,863,...[CD]F.F..[^Y123456789ABC],12
4,863,...[FG]..4..S,9
4,863,...[FGHJ]..4..[STV],4
4,863,...[FHJ]M.F..[^ABCD],29
4,863,...A[GH].4..[678],12
4,863,...J..4..W,4
4,863,...JT.4..[234],12
4,879,......8..[TVWXY1],8
4,879,......8..[TVWXY12345],9
4,879,...[^AJT][CT].8..[23456],8
4,879,...[AB]G.8..[678],12
4,879,...[AB]H.8..[678],12
4,879,...[ABCJ]F.8..[56789],12
4,879,...[ABDEKS]F.8..[5678],11
4,879,...[ABJ][CT].8..[23456],12
4,879,...[AD][FH].8..9,19
4,879,...[AEJ]..F..[^JKLMNPRSTVWXY123456789],12
4,879,...[BDFHK]..F..A,19
4,879,...[BFK]..F..[^JKLMNPRSTVWXY123456789A],29
4,879,...[DEKS]F....[5678],19
4,879,...[DEKS]F....[78],12
4,879,...[DEKS]G.8..[567],11
4,879,...[DEKS]G.8..[567],19
4,879,...[DEKS]H.8..[678],11
4,879,...[DEKS]H.8..[678],19
