1,263,,1
1,286,,1
1,320,,7
1,537,,1
1,874,,1
1,878,,6
1,878,...UA,1
1,888,,4
1,895,,6
1,905,,1
1,918,,7
1,931,,1
1,942,,1
1,1001,,1
1,1122,,6
1,1166,......[0123456789]..[123456789],5
1,1166,......H..[ABCD],5
1,1166,.....3H..[^ABCD],6
1,1166,.....4H..[^ABCD],5
1,1252,,6
1,1296,,6
1,1542,......[56]..[456789],6
1,1542,......[EFH]..[^Y123456789],6
1,1689,......[0123456789]..[45678],6
1,1689,.....8F..[^JKLMNPRSTVWXY123456789],6
1,1689,.....9[EF]..[^JKLMNPRSTVWXY123456789],5
1,1689,...UA8[0123456789]..9,6
1,1689,...UA9[0123456789]..9,5
1,1690,,6
1,1801,......[0123456789]..[56789],5
1,1801,......F..[^JKLMNPRSTVWXY123456789],5
1,2028,,6
1,2039,.....1[0123456789]..[789],5
1,2039,.....1H..[ABC],5
1,2039,.....2H..[ABC],6
1,2039,.....3H..[^Y123456789ABC],6
1,2039,.....4H..[^Y123456789ABC],5
1,2376,......H..[^123456789],5
1,2548,......[EF]..[^Y123456789ABC],6
1,2573,......F..[^Y123456789ABC],6
1,2595,......F..[^ABCD],6
1,2719,......F..[^ABCD],5
2,3,,1
2,239,,1
2,312,,1
2,461,,1
3,82,,1
3,167,,1
3,206,,1
3,206,,4
3,217,,1
3,462,,1
4,1,,1
4,1,,4
4,6,,1
4,6,,4
4,33,.........[BCDEFGH],1
4,33,.........[EFGH],4
4,38,,1
4,38,,4
4,60,,1
4,60,,4
4,65,,1
4,65,,4
4,106,,1
4,179,,1
4,180,,1
4,180,,4
4,231,,1
4,391,,1
4,391,,4
4,426,......4..[PR],4
4,426,......4..N,1
4,426,......8..[12],5
4,426,......8..[456789],5
4,426,......8..Y,4
4,426,......F..[^Y123456789],5
4,528,,1
4,528,,4
4,862,......4..[789],5
4,862,......4..[STV],4
4,862,......F..[^Y123456789C],5
4,862,...[MX]..4..[23],5
4,863,......4..[ST],1
4,863,....[GV].F..[AB],5
4,863,....F.F..C,6
4,863,....G.F..[^Y123456789AB],5
4,863,....K.F..[AB],6
4,863,....M.F..[^Y123456789AB],5
4,863,...[AB][GH].4..[678],6
4,863,...[BD]..4..X,5
4,863,...[BFGHJ]F.F..[^Y123456789ABC],5
4,863,...[CA]..4..9,6
4,863,...[CD]F.F..[^Y123456789ABC],6
4,863,...[CELMVZ]..4..[1234],5
4,863,...[DE]..4..[5678],5
4,863,...[DNSWX]..4..9,5
4,863,...[ELZ]..4..Y,5
4,863,...[FH]..4..[STV],3
4,863,...[GJ]..4..[STV],4
4,863,...[KS]..4..[678],5
4,863,...A..4..[WX],6
4,863,...B..4..[Y1],6
4,863,...B..4..W,5
4,863,...J..4..[234],6
4,863,...J..4..W,4
4,863,...N..4..9,5
4,879,......8..[TV],1
4,879,...[ABCJ][FGH].8..[56789],6
4,879,...[ABJ][CT].8..[23456],6
4,879,...[AD][FH].8..9,5
4,879,...[AEJ]..F..[^JKLMNPRSTVWXY123456789],6
4,879,...[BDF]..8..[TVWX],3
