1,.......[12345].[G],26
1,...CC..[45].[NP],5
1,...CC..4.R,13
1,...CC..6.[PR],13
1,...CL9.[89].[45678],47
1,...CL9.7.[456789],32
1,...CU2...[^Y12345678],47
1,...D[ABC]..[1456789].[RSTVWXY1],13
1,...D[ABC]..[456].[HJK],3
1,...D[ABC]..[456789].[LMNP],25
1,...DC5...[456789],32
1,...DJ5...[TVWX],13
1,...KA..[345].[HJK],3
1,...KA..[34567].[LM],5
1,...KA..[56789].[NPRS],13
1,...KA..3.N,5
1,...KA..3.P,13
1,...KA..6.[HJK],5
1,...KA9.[345678].[TVW],13
1,...KA9.[345678].[XY1234],35
1,...KB16..[56789],47
1,...KB2...[^Y123456789],47
1,...MB....[VWXY],13
1,...NA..[3568].[PRSTVWXY123456789],13
1,...NA..[56].[MN],5
1,...TB....[^JKLMNPRSTVWXY123456],47
1,...UA[67]...[45678],47
1,...UA[789]...[^Y12345678],55
1,...UA2.[45].[STVW],13
1,...UA3.[45].[TVW],13
1,...UA5...[Y1234],35
1,...YA1.[45].V,13
1,...YA2.[45].[VWX],13
1,...YA3.[45].[WX],13
1,...YA4...[1234567],35
1,...YB1...[^Y123456789],47
1,...YD....[^RSTVWXY123],47
1,...YD18..[123],35
1,...YD2...[^Y123456789],48
2,..........,1
3,.......[0567],3
4,.....[129][0123456789]..[BCDEFGHJKLMNPR],25
4,.....0[0123456789]..[BCDEFGHJKLMNPR],3
4,.....1[0123456789]..X,27
4,.....2[0123456789]..[WXY123456789],27
4,.....3[0123456789]..[789],54
4,.....3[0123456789]..[WXY],33
4,.....4[0123456789]..[23456789],48
4,.....4[0123456789]..[NPR],18
4,.....4[0123456789]..W,14
4,.....5[0123456789]..[NP],8
4,.....5[0123456789]..[XY123456789],33
4,.....6[0123456789]..[123456789],47
4,.....6[0123456789]..[Y],27
4,.....6[0123456789]..W,27
4,.....7[0123456789]..[56789],47
4,.....7[0123456789]..W,33
4,.....8[0123456789]..[NPRSTVW],14
4,.....9[0123456789]..[56789],48
4,.....A[^0123456789]..[^123456789],35
4,.....B[^0123456789]..[^123456789],47
5,.......0.[BCDEFGHJKLM],22
5,.......1.[HJKLMNPR],11
5,.......2.[NPRSTVW],15
5,.......3.[WXY],32
5,.......4.[XY123456],34
5,.......5.[^LMNPRSTVWX],34
5,WB1,1
6,.........[FG],24
6,......1..[HJKL],22
6,......1..[MNPR],3
6,......2..[^BCDEFGHJKLM],14
6,......3..[^BCDEFGHJKLMNPRSTVWXY1234],15
6,......3..[HJKL],11
6,......3..[MNPRST],8
6,......4..[^BCDEFGHJKLMNPRSTVWX],35
6,......4..[HJKL],4
6,......4..[MNPR],25
6,......5..[^BCDEFGHJKLMNPRSTVWX],36
6,......5..[NPRST],12
6,......6..[^BCDEFFHJKLMNPRSTVWXY1234],35
6,......7..[^ABCDEFGHJKLMNPRSTVWXY12345],50
6,......8..[^ABCDEFGHJKLMNPRSTVWXY123456],48
6,......E..[^123456789],55
6,......G..[^123456789],48
6,......K..[^123456789ABC],56
6,...[DE][ST]....[^BCDEFGHJKLMNPRSTVWXY123],13
6,...A.....[BCDE],24
6,..4...S..[^123456789AB],49
6,..5.[AB]....[^BCDEFGHJKLMNPRSTVWXY1],32
7,......[0123456789]..[FG],24
7,......[67]..[^BCDEFGHJKLMNPRSTVWX],37
7,......1..[HJKL],22
7,......1..[MNP],3
7,......2..[^BCDEFGHJKLM],14
7,......3..[HJKL],11
7,......3..[MNP],8
7,......4..[^BCDEFGHJKLMNPRSTV],35
7,......4..[HJKL],4
7,......4..[MNPRST],25
7,......5..[NP],12
7,....[CK]6...[23456],35
7,...[^V]..4..V,27
7,...A..[0123456789]..[BCDE],24
7,...VR.4..V,45
7,..6...E..[^123456789],55
7,..6...R..[^123456789ABC],49
7,..6...S..[^123456789ABC],49
7,..6YV67..[^BCDEFGHJKLMNPRSTVWXY123],38
7,..Y...E..[^123456789],55
7,..Y...K..[^123456789ABCDE],57
7,..Y.[CK].[236]..[^BCDEFGHJKLMNPRSTVWXY12345678],47
7,..Y.[CK][46]...[78],47
7,..Y.E[2456]3..[^BCDEFGHJKLMNPRSTVWXY1234567],47
7,..Y.E63..[4567],47
7,..Y.K[16]...[XY],13
8,..........,26
9,......K..[^Y123456789],56
9,....[CK]13U.[123456],15
9,....[EJ][167][38]..[^BCDEFGHJKLMNPRSTV],15
