48,W06,7
48,....W.[^ABCDEFGHJKLMNPQRSTVWXY],15
48,W08,41
48,W04,6
51,137......[^PRSTVWXY12],94
51,137......[PRSTVWXY12],96
55,.7,18
56,J8[BGZ],9
56,[1J]81......[BCDEFGHJ],9
56,J81......[KLMNPRSTV],17
56,J8D,16
56,J87......[KL],17
56,J8C......[^BCDEFGHJKLMNPRSTV],9
56,J87..5...[LM],21
56,J87..[^5]...M,17
56,J87......[NPRSTV],17
56,J87......[FGH],36
57,19U,1
57,19U,1
57,19X,18
57,19V...[^1234567890],1
65,ZA9,101
65,ZAM,97
65,[123]A[3478],10
65,JA[ABCL],21
65,[J46]A[M347],31
65,[12V]A[1CEFM]......[BCDEFGHJ],3
65,[12V]A[1CEFM]......J,13
65,SA[DJ],22
65,SAL,38
65,ZAR,2
65,WA[1U],4
65,SAX,42
65,SAT,46
65,JAE,1
66,2B[CDT],23
66,W[BU][1ASX],5
66,[J1234]B[2345678],12
66,9BF,15
66,9BW,47
66,1B9,117
66,5BZ..0[^0123456789]..[^ABC],32
66,WBY,5
67,2C4.RGA..[^123456789AB],126
67,[13]C6.R.[^0123456789]..[^123456789ABC],126
67,2C4.VA[ABCD]..[^Y123456789AB],47
67,3C[48]...B..[1],10
67,2C4.DGA..[^123456789AB],126
67,[12]C4.J.[^0123456789]..[^123456789AB],23
67,[13]C6.D.[^0123456789]..[^123456789AB],126
67,2CN...[^1234567890]..[^123456789],9
67,3C3.F.[^0123456789],14
67,[1234]C[348A]...[0123456789],10
67,[1234]C[348A].[^F].[^0123456789]..[AB],10
67,[12]C3.C.[^0123456789]..[^123456789AB],10
67,[12]C3.D.[^0123456789]..[^123456789AB],12
67,[12]C4.D.[^0123456789]..[^123456789AB],12
67,[12]C4.C.[^0123456789]..[^123546789AB],10
67,3C4.D.[^0123456789]..[^123456789AB],12
67,2CKDL....[^ABCDEFGHJKLMNRSTVWXY12345],36
67,SCA,103
67,SCC,102
67,2CN...[1234567890]..[6789],9
67,2CT,16
67,3CZ,18
67,2C[1CEFM]......[ABCDEFGHJ],3
67,2C[1N]M[RS]....[KLMNPRSTV],17
